,Winery,Lats,Longs
617,Château le Payral,44.805806,0.283662
618,Crux,44.050746,-121.30788
619,Di Meo,41.7936404,-71.39613539999999
620,Domaine Clos Gautier,43.457215,6.164359
621,Domaine Harmonie des Arpents,45.5931501,-73.4301747
622,Doren,47.492555,9.8801349
623,Écluse,35.6104169,-120.7184613
624,Feudo Montoni,38.1484384,13.3360469
625,Grizzly Peak,37.88224719999999,-122.2336459
626,14 Hands,46.2112241,-119.7465236
627,Chateau le Grand Verdus,44.7943153,-0.3959353
628,Flying Trout,46.0154499,-118.3872282
629,Horeau-Beylot,44.9121722,-0.2481016
630,Burgo Viejo,39.141235,-78.13156699999999
631,Penumbra,37.7280495,-122.2357861
632,Saint André de Figuière,43.1474599,6.2555989
633,Chaddsford,39.8653481,-75.5684254
634,Mas de la Dame,43.738451,4.824186300000001
635,Substance,36.8732692,-94.8476251
636,Renato Keber,45.9765723,13.5028572
637,Schmidt,36.669783,-95.933252
638,Tercic,45.96973089999999,13.5893683
639,Apriori,33.9128285,-84.2616644
640,Bodega Norton,-33.0884808,-68.8875281
641,Bouchaine,38.226196,-122.331612
642,Caldaro,46.4130306,11.2403375
643,Manincor,46.3913191,11.2556871
644,Mario Schiopetto,45.95167559999999,13.5071621
645,Martin Ray,38.4687308,-122.8507472
646,Matchbook,38.75890320000001,-121.9241912
647,Nals Margreid,46.5388341,11.2039337
648,Paratus,29.79891499999999,-95.5130279
649,Replica,37.0042577,-94.4428753
650,Dunham,36.7159388,-95.9332106
651,Tamarack Cellars,46.0913232,-118.2721807
652,Pamplin,37.2286442,-80.4247814
653,Rieflé,47.978157,7.293294999999999
654,Buty,46.0872075,-118.2711772
655,Charles Smith,47.546384,-122.317093
656,Château Paradis,43.6294266,5.479877699999999
657,Château Salettes,43.2100803,5.7198907
658,Epoch Estate Wines,35.5448834,-120.8275156
659,Alain Brumont,43.5684425,-0.0252878
660,Alex Gambal,47.0224244,4.842102
661,Château La Nerthe,44.049627,4.858188
662,David Duband,47.1580952,4.8473177
663,Le Ragnaie,43.033771,11.4798102
664,Louis Jadot,45.2907042,-123.2368442
665,Masi,47.7080399,-122.5831753
666,Freemark Abbey,38.5255567,-122.4963525
667,Foradori,46.2155358,11.0931067
668,Joseph Phelps,38.5027308,-122.4283604
669,Mesa Del Sol,34.9867096,-106.6133638
670,Pine Ridge,43.27309,-102.7445233
671,Sandler,36.8422429,-76.1356421
672,Tolosa,35.23116,-120.624744
673,Villa Poggio Salvi,43.04704599999999,11.437514
674,Volker Eisele Family Estate,38.532564,-122.3261472
675,Arbor Crest,47.6983073,-117.2495377
676,Wolf Blass,40.7170897,-74.32439529999999
677,Michel Torino,40.7566229,-73.9665424
678,Santa Julia,32.4886335,-117.0659582
679,Château d'Aydie,43.5686384,-0.1188755
680,Château de Gaudou,44.483639,1.104329
681,Pascal Aufranc,46.2182033,4.6813745
682,Château Blaignan,45.319783,-0.858194
683,Domaine Bru-Baché,43.32607489999999,-0.579762
684,Steven Kent,37.664289,-121.728086
685,Hauner,40.764036,-73.96802
686,Jean León,40.7606163,-73.9674862
687,Bodegas Luzón,38.4457717,-1.3401596
688,Volver,39.9470557,-75.1657166
689,Cellars 33,37.740145,-122.4040475
690,Château de Chaintres,47.2249191,-0.0481402
691,Château de la Vieille Tour,44.84140379999999,-0.5794081
692,Château la France,44.86273,-0.35468
693,Château Lauduc,44.8629671,-0.4599962
694,Cline,37.0494351,-95.646339
695,Orion Wines,46.1400342,11.1045874
696,Raventós de Alella,41.526171,2.250885
697,Villa Cordevigo,45.525217,10.791224
698,Botromagno,40.8218415,16.4459662
699,Bowman Cellars,38.4367294,-122.8687605
700,Quilceda Creek,47.9486161,-122.0787733
701,Château Margaux,45.04443,-0.6687565999999999
702,Château Palmer,45.0368413,-0.6694226
703,Pirouette,30.4114291,-87.21423209999999
704,Château Troplong Mondot,44.888576,-0.141231
705,Château La Mission Haut-Brion,44.8151807,-0.6052022
706,Château Figeac,44.9128319,-0.1924052
707,Château Léoville Poyferré,45.1643345,-0.7409774
708,Château Haut-Brion,30.027321,-90.25139659999999
709,Château Lynch-Bages,45.1911565,-0.7547507
710,Château Mouton Rothschild,40.7684892,-73.9589049
711,Château Trotanoy,44.929283,-0.208076
712,Château Beau-Séjour Bécot,44.89622,-0.163784
713,Château Branaire-Ducru,45.144794,-0.7385039999999999
714,Château Canon,44.89281039999999,-0.1634136
715,Château Canon la Gaffelière,44.8811168,-0.1608434
716,Doyenne,43.0812136,-89.37429329999999
717,C'est Bon,35.44187280000001,-97.42423559999999
718,Château Balac,45.1704112,-0.8333461
719,Château des Annereaux,44.9598269,-0.2265616
720,Château Larrivet Haut-Brion,44.7308584,-0.585568
721,Château Mancèdre,44.7099681,-0.6100376
722,Clos Beauregard,44.9156492,-0.2035314
723,Dark Horse,39.999115,-105.2551923
724,Domaine Anderson,39.0586064,-123.430396
725,Dowsett Family,46.0889164,-118.2752221
726,Feudo Antico,42.343749,14.3202596
727,Gamache,45.104662,-73.3059066
728,Browne Family Vineyards,46.06745,-118.33847
729,Caruso & Minini,32.227389,-110.9653263
730,Castillo De Feliciana,45.9989437,-118.3672351
731,Château Amour,29.7263272,-95.60638829999999
732,Château de Paillet-Quancard,44.6795437,-0.3633431
733,Château de Rochemorin,44.7201966,-0.5621427
734,Gabriel Meffre,44.1696208,5.0028488
735,Alta Vista,36.1337243,-95.8902383
736,Aymara,29.8330563,-95.3851686
737,Paul Buisse,47.3445432,1.1945764
738,Saget la Perrière,47.26809739999999,2.9841353
739,Jean-Max Roger,47.3097565,2.7931675
740,Vinadeis,43.1494785,2.9516769
741,Gnarly Head,37.8550135,-121.2193385
742,Ca' Momi,38.2985062,-122.2866085
743,Domaine de Reuilly,47.0801536,2.0427297
744,Tie-Dye,36.1467348,-95.90609839999999
745,Il Chiosso,45.62105010000001,8.3694144
746,Grayson,33.8942729,-83.95573999999999
747,Leaping Lizard,36.905533,-76.1236492
748,Decoy,40.7341939,-74.006494
749,Xanadu,36.7060424,-76.2377551
750,Aniello,41.2774875,-72.8691226
751,Oak Knoll,40.711023,-74.366855
752,Cliff Creek,35.0578417,-78.9745457
753,Del Rio,29.3708857,-100.8958674
754,Delfino,42.2870521,-71.1294441
755,Gru,29.647892,-82.321981
756,First & Local,37.0551185,-95.7081082
757,Amalaya,28.412662,-106.8663328
758,Half Mile Creek,42.988526,-112.4277569
759,California Republic,34.0362275,-118.4440378
760,Cantina Valle Tritana,39.762929,-75.542626
761,Château Doms,44.6796539,-0.4144893
762,Château Pindefleurs,44.8869809,-0.1815738
763,Tardieu-Laurent,40.7437362,-73.99133139999999
764,Lange,37.605457,-97.37092299999999
765,Melrose,37.09024,-95.712891
766,Bodegas Cerrosol,41.1629055,-4.574646599999999
767,Prejean,30.306216,-92.027986
768,Tyrrell's,37.63771819999999,-122.0753591
769,Vasse River,-33.7236079,115.165409
770,Vega de la Reina,25.8200166,-100.2710131
771,Torres,-29.3567486,-49.79332789999999
772,Tapeña,21.144302,-86.829234
773,Marqués de Cáceres,42.4801323,-2.6363289
774,Bodegas Campante,42.3226,-8.0150199
775,Brick Road,42.9557463,-85.6436452
776,Ventosa,42.857164,-76.936131
777,Bodegas Riojanas,42.481075,-2.6403123
778,Presqu'ile,34.8538029,-120.3710817
779,Sante Arcangeli,37.2524227,-122.382917
780,Sixto,25.895018,-80.261954
781,Syncline,45.718115,-121.3319
782,Lambardi,40.72157,-73.9956368
783,Le Carré,46.0569041,-71.9556502
784,Two Vintners,47.762217,-122.149703
785,Le P'tit Paysan,36.4778082,-121.729145
786,Lisini,40.7437362,-73.99133139999999
787,Analemma,45.682534,-121.371914
788,Bella,37.09024,-95.712891
789,Château Gaudin,45.1844955,-0.7518079999999999
790,Darcie Kent Vineyards,37.6659675,-121.7061218
791,Univitis,44.794395,0.1770472
792,Château Saint-Urban,34.1050173,-118.3248079
793,Conde de Subirats,41.3904082,1.7696779
794,Crayelle Cellars,47.5209214,-120.4662713
795,Domaine Beausejour,47.1530078,0.3787495
796,Les Rocailles,46.2485703,-72.9685308
797,Producta Vignobles,44.8784781,-0.5176721
798,V. Sattui,38.488982,-122.448134
799,Cap Royal,30.940552,-97.51096
800,Cave B,47.0987726,-119.9964122
801,Domaine de la Sanglière,43.127861,6.277277
802,Ehret,38.5010742,-89.9425469
803,Château des Tourtes,45.2847705,-0.5611843
804,Helix by Reininger,46.051969,-118.4597389
805,Capanna,41.7536534,-91.6051693
806,Cellers Unió,41.2111589,1.1990865
807,Château Haut Bertinerie,45.0756231,-0.4129743
808,Château Preuillac,45.3060741,-0.8918997000000001
809,Amavi,46.0162335,-118.3838585
810,Villadoria,44.6253925,7.9861909
811,Château de Roquebrune,43.7652466,7.459702099999999
812,Jean-Marc Burgaud,46.1471236,4.6825737
813,Jewelry Box,36.7079783,-97.08342669999999
814,Lanson,40.73803900000001,-73.99182019999999
815,Magnolia Court,30.324291,-97.69802759999999
816,Red Rock,36.1443644,-115.4558378
817,San Felipe,31.0250709,-114.8407776
818,Tarantas,42.3629263,-71.055595
819,François Lurton,44.881089,-0.332256
820,Limited by Cambridge Cellars,41.7888037,-80.0894611
821,Loron et Fils,46.18886699999999,4.719101999999999
822,Adegas Moure,42.58387,-7.639882999999998
823,Bocopa,38.503774,-0.7916116000000001
824,Cairdean Estate,38.52769,-122.500756
825,Cardwell Hill,44.601071,-123.407959
826,Viluko,38.5269435,-122.6605517
827,Alias,40.747422,-73.9875253
828,Bodegas Paniza,41.28544429999999,-1.2158986
829,Bota Box,37.8403398,-121.2053963
830,Viña Arnáiz,41.6375462,-3.8141448
831,Kuehn,44.0756404,-92.5045909
832,Long Meadow Ranch,38.5010527,-122.463001
833,Mario Bazán,38.336549,-122.263579
834,Medlock Ames,38.6665079,-122.8199665
835,Peirano,38.1817863,-121.2632079
836,Zudugarai,43.2734443,-2.1391795
837,Bouza de Carril,42.4908857,-8.7776038
838,Eresma,41.1654206,-4.4038322
839,Maximo,27.7106141,-82.68182879999999
840,Witching Stick,39.0654305,-123.4400829
841,Dopff Au Moulin,48.166199,7.304254999999999
842,EdenVale,37.2514545,-121.8040544
843,Alto Cinco,43.04114269999999,-76.11955960000002
844,Black Box,39.73679,-104.983157
845,Hendry,38.3195786,-122.3440621
846,Merrill Cellars,42.3136853,-122.9664972
847,Feudi del Pisciotto,37.11545,14.41194
848,Château Beausejour-Duffau-Lagarrosse,44.892256,-0.1645931
849,Château Clerc Milon,45.2220015,-0.7677738000000001
850,Nefarious,47.8410671,-120.0973605
851,Château de Pez,45.258614,-0.789785
852,Château Gruaud Larose,45.1445052,-0.7509220999999999
853,Gérard Bertrand,40.9164681,-73.778992
854,Château du Tertre,45.0064316,-0.6809305999999999
855,Château La Conseillante,44.9239776,-0.1956799
856,Chester Kidder,46.0701256,-118.4902834
857,Angel Vine,45.5082821,-122.6590832
858,Lake Breeze,42.5548285,-82.8527459
859,Longview,32.5007037,-94.74048909999999
860,Craneford,33.742809,-118.0251828
861,Ponzi,45.3797401,-122.9363463
862,Razor's Edge,36.7901952,-95.9348387
863,Carlos Basso,44.0516563,-121.3144263
864,Daedalus,42.3713079,-71.1164883
865,Piattelli,34.0657209,-118.4595015
866,Strathewen Hills,-37.55,145.266667
867,Ànima Negra,39.4645635,3.1355346
868,Nugan Family Estates,-34.4347629,146.0432394
869,Shingleback,32.8484532,-79.7989394
870,AntoLin Cellars,46.60221929999999,-120.5079386
871,Château Belrose,44.7677339,-0.377962
872,Château de Lestiac,44.695265,-0.374554
873,Cor Cellars,45.7114068,-121.3015009
874,Virna Borgogno,44.621545,7.953561
875,Robert Oatley,36.0753601,-79.9676338
876,Stroppiana,45.2315293,8.4547219
877,Waterbrook,40.8634908,-96.67548649999999
878,Château Macquin,44.926727,-0.132268
879,Hawks View,45.3740385,-122.8836606
880,Dumas Station,46.2872116,-118.05937
881,O•S Winery,38.879961,-94.924697
882,SuLei,46.0672089,-118.3399748
883,Robert Perroud,46.107309,4.636546
884,Youngberg Hill Vineyards,45.1807204,-123.2789872
885,Château de Bordes-Quancard,44.837789,-0.57918
886,Château de Panigon,45.349599,-0.9253659999999999
887,Château de Raousset,46.17733,4.675892
888,Château Tour des Gendres,44.758266,0.483234
889,Cowhorn,42.15375299999999,-123.046164
890,Signé Vigneron,45.8666647,4.598749499999999
891,Marionette,34.1218128,-118.207202
892,Wildewood,34.1043185,-80.8820322
893,Wunsch & Mann,40.62897,-74.019648
894,McIlroy,36.3359642,-95.5963252
895,Cave de Kientzheim-Kaysersberg,48.1386109,7.264647800000001
896,Wine by Joe,45.2784954,-123.0086423
897,Sands Point,40.8517669,-73.71874199999999
898,Árido,43.63876339999999,-79.41931000000001
899,Arthur Metz,43.8105556,-80.4358333
900,Casa Rojo,38.310732,-1.2258
901,Cave de Cleebourg,49.0128715,7.894779400000001
902,Tenuta Luisa,45.91846,13.47841
903,Mezzacorona,46.2339047,11.1277461
904,Montonale,45.4335195,10.556197
905,Olivi,37.1788931,-93.2719594
906,Cantina del Castello,39.9281086,-75.0828332
907,Castelfeder,46.26807280000001,11.2199114
908,Château Magondeau,44.95588499999999,-0.269465
909,Drappier,40.76295160000001,-73.9692965
910,De Sousa & Fils,37.7690671,-122.4043399
911,Vieux Château Gaubert,44.690869,-0.4243480000000001
912,Balboa,32.7341479,-117.144553
913,Château Pavillon Bel-Air,50.8650011,1.5900949
914,Coeur d'Alene,47.6734632,-116.7812225
915,Deutz,33.9398709,-84.13609029999999
916,Marchiori & Barraud,42.4514052,-82.8900677
917,Soutiran,49.0768265,4.175822
918,Brimstone,26.0042899,-80.3381742
919,Château Calissanne,43.5453804,5.1362438
920,Château Cap Léon Veyrin,45.10275679999999,-0.7803909
921,Alexandria Nicole,47.733117,-122.141629
922,Andis,42.71543519999999,-87.9126738
923,Château Bellegrave du Poujeau,44.9507428,-0.6429203
924,Château Haut-Goujon,44.957089,-0.182991
925,Château La Fleur Plaisance,40.8234815,-96.63604459999999
926,Obelisco Estate,47.733658,-122.14259
927,Carletto,39.1915916,-75.8598861
928,2Plank,33.1521601,-117.228009
929,Angove,46.7271245,-122.9792029
930,La Fiera,31.6691886,-106.4184099
931,Gorrebusto,42.5675191,-2.4313716
932,Château Kalon Nodoz,45.069043,-0.5142101
933,L. Tramier & Fils,46.8389394,4.7160174
934,Sonsierra,42.5631748,-2.7593143
935,South Stage,42.3145829,-71.1877209
936,Umani Ronchi,43.5155924,13.5265432
937,Barba,40.74239590000001,-73.9988073
938,La Catrina,40.4993548,-74.4533641
939,Bodegas Isidro Milagro,42.1655861,-1.767082
940,Campos de Risca,41.8328524,-71.41570449999999
941,Casa Montes,39.52099870000001,-79.3347244
942,Kestrel,39.988932,-105.1295024
943,Valori,52.0672418,5.084184
944,Lo Nuevo,27.4951263,-99.5674569
945,Wetzel Estate,39.5386441,-76.6480999
946,Kokomo,40.486427,-86.13360329999999
947,La Crema,38.4933994,-122.8302409
948,La Folia Winery,38.1372927,-120.4609298
949,Matthews,35.1168131,-80.72368039999999
950,Monchiero,44.5687061,7.923878499999999
951,Mt. Konocti Winery,38.995339,-122.864303
952,Muga,45.6517743,-73.5194805
953,Paraduxx,38.43551,-122.351433
954,Peter Paul Wines,38.6344664,-122.6730463
955,Maria Casanovas,41.4827698,1.7435941
956,E. Guigal,45.4881336,4.8067616
957,Eduardo Garrido García,42.5727064,-2.7110542
958,Hart 2 Hart,38.82795,-120.9550867
959,Leonetti Cellar,46.056399,-118.296123
960,Mirafiore,40.74492619999999,-73.984681
961,Muddy Boot,45.7923975,-95.35458170000001
962,Parducci,39.199726,-123.212281
963,Record Family Wines,35.7100089,-120.6138082
964,Sculpterra,35.60399,-120.6057121
965,Red C,30.620778,-96.344991
966,Rock Wall,32.93123360000001,-96.4597089
967,Santa Barbara Winery,34.4153971,-119.6905752
968,Santi,31.8080003,-106.5134349
969,Terlato,42.2874084,-87.8527118
970,Thomas Fogarty,37.342702,-122.2198504
971,Tines,37.267589,-99.490872
972,Lone Madrone,35.6516069,-120.7983602
973,Lucien Albrecht,42.7070513,-73.8257323
974,Merryvale,38.5018048,-122.4646646
975,Paul Blanck,48.136072,7.285234
976,Pieropan,45.4223008,11.2485921
977,Jason-Stephens,36.9968784,-121.5554782
978,Zinke,40.0185192,-105.2554118
979,Hahn,36.0659813,-95.8606786
980,Columbia Crest,45.9570837,-119.6095194
981,Domaine Leflaive,32.8501544,-96.820444
982,Bindi Sergardi,43.4210891,11.32761
983,Corte alla Flora,43.0952993,11.8360693
984,Alpamanta,-33.23551,-68.93347899999999
985,Domaine Robert Klingenfus,48.548709,7.492589000000001
986,Emerson,36.079834,-95.8643699
987,Fattoria di Montecchio,43.533259,11.246819
988,Girardet,43.0984625,-123.575232
989,Vignavecchia,43.4900378,11.3839973
990,Casarena,-33.0668698,-68.8898062
991,Edmonds Winery,35.7253325,-97.56129209999999
992,García Figuero,41.729391,-3.8844131
993,Picardy,49.66361269999999,2.5280732
994,Château de la Roulerie,47.3263222,-0.6574445999999999
995,Château Les Hauts de Palette,44.6450649,-0.3197749
996,Château Saint-Pierre,45.1501696,-0.7476575
997,Angel's Cup,39.0347532,-87.055886
998,Cave de Saumur,47.200119,-0.07049899999999999
999,Hawk Watch Winery,33.372109,-116.7441
1000,La Purísima,33.5382142,-112.1570871
1001,One Leaf,47.8429943,-122.084528
1002,Sagelands,31.7466377,-106.3496903
1003,Koz,29.943491,-90.19855799999999
1004,McFadden,37.0412191,-95.6393167
1005,Ardiri Winery and Vineyards,45.4475624,-123.0374763
1006,Canoe Ridge,46.0677542,-118.3568634
1007,Kendall-Jackson,38.5069448,-122.7728944
1008,Finca Albret,42.23441680000001,-1.7060147
1009,Domenico Fraccaroli,45.8686093,13.1456642
1010,Novelty Hill,47.6798082,-122.016938
1011,Scarborough,54.283113,-0.399752
1012,Trabucchi d'Illasi,45.4613366,11.1977935
1013,Hogue,35.612594,-120.646942
1014,Manara,33.5629831,-101.8745951
1015,Montecariano,45.5153092,10.8821199
1016,Airfield Estates,47.7319922,-122.1403829
1017,Antica Corte,45.0213483,10.0855578
1018,Deaver,33.7460921,-117.8588346
1019,Domaine Girard,43.0985674,2.09473
1020,Domaine les Hautes Noëlles,47.1389937,-1.7203719
1021,Ransom,38.596612,-95.26746399999999
1022,Simple Machine,36.372641,-94.209391
1023,Tenuta Rapitalà,37.9209757,13.0714772
1024,Wild Thing,35.30799940000001,-94.45193619999999
1025,Château de Pizay,46.1380835,4.700778
1026,Domaine du Vissoux,45.9177858,4.538281599999999
1027,Di Filippo,42.767589,-78.609461
1028,Domaine Carneros,38.25552,-122.3513889
1029,Jamieson Ranch,38.0740409,-122.5433728
1030,Knudsen,37.0537573,-94.4834923
1031,Buena Vista,37.8065045,-122.4207783
1032,Cantina della Volta,44.724153,11.036776
1033,Cantina Fratelli Pardi,42.8924345,12.6488093
1034,Rancho Zabaco,38.6646664,-122.9159634
1035,Romanelli,38.91214799999999,-94.6432227
1036,Sanglier Cellars,38.61288,-122.871144
1037,Thurston Wolfe,46.219493,-119.776163
1038,Two Mountain,46.436778,-120.271488
1039,Alder Springs,44.4332893,-121.3577163
1040,Borra,38.087363,-121.300027
1041,Capanne Ricci,42.99735500000001,11.45895
1042,Chalk Hill,38.6037982,-122.7772125
1043,Château Giscours,45.00885599999999,-0.6455725999999999
1044,Château Larrivaux,45.2332944,-0.8148186
1045,Château Rollan de By,40.7684892,-73.9589049
1046,Château Tour de Pez,45.26481,-0.7717824
1047,Collosorbo,42.9933732,11.4879631
1048,Delgado Zuleta,36.7689274,-6.358192799999999
1049,Hansen Cellars,35.5507693,-120.5973154
1050,McGrail,37.6503396,-121.6950916
1051,Clos Pegase,38.572341,-122.555126
1052,Comartin,43.55237,-79.58514699999999
1053,Covenant,37.5353172,-95.8204811
1054,Domaine Degher,35.6279657,-120.6894845
1055,Hidden Jewel,38.9601963,-95.2232787
1056,Joseph Drouhin,45.2655399,-123.0556336
1057,Kuleto Estate,38.4991546,-122.3253339
1058,La Cappuccina,45.450001,11.301533
1059,Lis Neris,45.9294053,13.5271034
1060,Domaine Zinck,48.0421963,7.3037319
1061,Altvs,38.5527265,-122.4800102
1062,Asuncion Ridge,35.5864265,-120.6310681
1063,Paul Hobbs,38.4401811,-122.8581307
1064,Artadi,34.0516461,-84.33991669999999
1065,Aurelio Settimo,44.6365446,7.9484962
1066,Giacomo Fenocchio,44.61137490000001,7.959986700000001
1067,Giovanni Rosso,40.7446126,-73.98282449999999
1068,Rizzi,41.09351849999999,-81.6190227
1069,Le Strette,44.5909746,7.927167099999999
1070,Marimar Estate,38.422216,-122.903572
1071,Roccheviberti,44.617745,7.971632
1072,Cascina Ballarin,44.630334,7.960021999999999
1073,Cordero di Montezemolo,44.64095,7.958492000000001
1074,Paolo Scavino,44.6308604,7.965273000000001
1075,Pio Cesare,44.7016437,8.0387445
1076,Matanzas Creek,38.4018554,-122.6280861
1077,Patland,38.3990083,-122.2927451
1078,Jekel,36.3221292,-121.2614991
1079,Trus,44.061537,-123.161172
1080,Jaffurs,34.4241688,-119.683586
1081,Gibbs,37.32108849999999,-95.26461560000001
